학년도,학기,소속,학과,과목번호,분반,과목명,학점,수업시간/강의실,시간,교수진,수강생수,영어강의,공학인증,홀짝구분,승인과목,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고
2018 학년도,1학기,학부,전인교육원,SHU4015,01,사회복지의이해,3.0,월 15:00~16:15 / 수 16:30~17:45 [D502],3.0,김진욱,0000000024,,,,,,전학년,1-4학년,,"구 사회봉사실천, 구 일과쉼의 대체과목",
2018 학년도,1학기,학부,전인교육원,SHU4019,01,삶과교육,3.0,월 10:30~11:45 / 수 12:00~13:15 [J217],3.0,김재웅,0000000027,,,,,,전학년,1-4학년,,,
2018 학년도,1학기,학부,전인교육원,SHU4024,01,결혼준비특강,3.0,월 10:30~11:45 / 수 12:00~13:15 [K503],3.0,김영희,0000000057,,,,,,"2,3,4학년",1-4학년,,,"강의배정시 매주토론수업 진행,"
2018 학년도,1학기,학부,전인교육원,SHU4031,01,인권과교육,3.0,"화,목 12:00~13:15 [J327]",3.0,김녕,0000000029,,,,,,전학년,1-4학년,,,
2018 학년도,1학기,학부,전인교육원,SHU4050,01,국제개발협력의이해,3.0,수 15:00~17:45 [J307],3.0,"천권환, 박혜윤",0000000074,,,,,,전학년,1-4학년,,과목평가:S/U,
2018 학년도,1학기,학부,전인교육원,SHU4052,01,세계대전의이해,3.0,월 13:30~14:45 / 금 12:00~13:15 [J118],3.0,이장욱,0000000211,,,,,,전학년,1-4학년,,"구 현대세계와전쟁(SHU4049), 문명의충돌(SHU4012)의 대체과목",
2018 학년도,1학기,학부,전인교육원,SHU4054,01,자기표현의심리적이해,3.0,"화,목 13:30~14:45 [D302]",3.0,김은진,0000000059,,,,,,"2,3,4학년",2-4학년,,PSY3006자기표현의심리적기초 기수강자는 수강불가.,
2018 학년도,1학기,학부,전인교육원,SHU4057,01,공감의시대,2.0,수 15:00~16:50 [D201],2.0,김상용,0000000026,,,,,,전학년,1-4학년,,,
2018 학년도,1학기,학부,전인교육원,SHU4063,01,인간과기업가정신,2.0,금 15:00~17:00 [K203],2.0,홍철기,0000000102,,,,,,전학년,1-4학년,,성적평가:S/U,수강대상:전학년/권장학년:1-2학년
2018 학년도,1학기,학부,전인교육원,STS2001,01,자연과인간,3.0,월 10:30~11:45 / 수 12:00~13:15 [K201],3.0,이덕환,0000000068,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",
2018 학년도,1학기,학부,전인교육원,STS2002,02,생명과환경,3.0,"화,목 13:30~14:45 [K203]",3.0,김건수,0000000089,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",*자연과학부/공학부 수강불가
2018 학년도,1학기,학부,전인교육원,STS2002,03,생명과환경,3.0,"화,목 15:00~16:15 [K203]",3.0,한징택,0000000068,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",*자연과학부/공학부 수강불가
2018 학년도,1학기,학부,전인교육원,STS2002,04,생명과환경,3.0,"수,금 13:30~14:45 [K203]",3.0,이병하,0000000088,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",*자연과학부/공학부 수강불가
2018 학년도,1학기,학부,전인교육원,STS2004,01,대학수학,3.0,"화,목 15:00~16:15 [RA410]",3.0,최미란,0000000068,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",
2018 학년도,1학기,학부,전인교육원,STS2004,02,대학수학,3.0,"수,금 13:30~14:45 [RA308]",3.0,이종범,0000000063,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",
2018 학년도,1학기,학부,전인교육원,STS2004,03,대학수학,3.0,"화,목 09:00~10:15 [K303]",3.0,유지현,0000000058,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",
2018 학년도,1학기,학부,전인교육원,STS2004,04,대학수학,3.0,"수,금 09:00~10:15 [K303]",3.0,유지현,0000000037,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",
2018 학년도,1학기,학부,전인교육원,STS2004,05,대학수학,3.0,"화,목 13:30~14:45 [RA406B]",3.0,김지현,0000000067,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",
2018 학년도,1학기,학부,전인교육원,STS2004,06,대학수학,3.0,"화,목 15:00~16:15 [RA406B]",3.0,김지현,0000000068,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",
2018 학년도,1학기,학부,전인교육원,STS2004,07,대학수학,3.0,월 12:00~13:15 / 금 10:30~11:45 [K303],3.0,김현정,0000000062,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",
2018 학년도,1학기,학부,전인교육원,STS2004,08,대학수학,3.0,월 13:30~14:45 / 금 12:00~13:15 [K303],3.0,김현정,0000000064,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",
2018 학년도,1학기,학부,전인교육원,STS2004,09,대학수학,3.0,"화,목 09:00~10:15 [RA408]",3.0,이미선,0000000030,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",
2018 학년도,1학기,학부,전인교육원,STS2004,10,대학수학,3.0,"화,목 12:00~13:15 [RA406B]",3.0,이미선,0000000068,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",
2018 학년도,1학기,학부,전인교육원,STS2004,11,대학수학,3.0,월 15:00~16:15 / 수 16:30~17:45 [K303],3.0,이영록,0000000074,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",
2018 학년도,1학기,학부,전인교육원,STS2004,12,대학수학,3.0,"수,금 15:00~16:15 [K303]",3.0,이영록,0000000084,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",
2018 학년도,1학기,학부,전인교육원,STS2004,13,대학수학,3.0,월 10:30~11:45 / 수 12:00~13:15 [K301],3.0,하구용,0000000069,,,,,,전학년,1학년,"자연과학부,공학부(불가능)","자연과학부,공학부 수강불가",국제학생(외국국적) 전용반
2018 학년도,1학기,학부,전인교육원,STS2005,01,미적분학I,3.0,월 12:00~13:15 / 금 10:30~11:45 [RA408],3.0,김종수,0000000060,,,,,,전학년,1학년,수학전공(가능),,수학전공(가능)
2018 학년도,1학기,학부,전인교육원,STS2005,02,미적분학I,3.0,"수,금 09:00~10:15 [RA308]",3.0,이종범,0000000037,O,O,,,,전학년,1학년,,,
2018 학년도,1학기,학부,전인교육원,STS2005,03,미적분학I,3.0,월 09:00~10:15 / 수 10:30~11:45 [RA408],3.0,박성호,0000000043,,O,,,,전학년,1학년,,,
2018 학년도,1학기,학부,전인교육원,STS2005,04,미적분학I,3.0,월 10:30~11:45 / 수 12:00~13:15 [RA408],3.0,조장현,0000000060,O,O,,,,전학년,1학년,,,
2018 학년도,1학기,학부,전인교육원,STS2005,05,미적분학I,3.0,"화,목 10:30~11:45 [K303]",3.0,유지현,0000000083,,O,,,,전학년,1학년,,,
2018 학년도,1학기,학부,전인교육원,STS2005,06,미적분학I,3.0,"화,목 13:30~14:45 [K303]",3.0,유지현,0000000080,,O,,,,전학년,1학년,,,
2018 학년도,1학기,학부,전인교육원,STS2005,07,미적분학I,3.0,"화,목 09:00~10:15 [K201]",3.0,김영경,0000000065,,O,,,,전학년,1학년,,,
2018 학년도,1학기,학부,전인교육원,STS2005,08,미적분학I,3.0,"화,목 10:30~11:45 [K201]",3.0,김영경,0000000068,,O,,,,전학년,1학년,,,
2018 학년도,1학기,학부,전인교육원,STS2005,09,미적분학I,3.0,월 12:00~13:15 / 금 10:30~11:45 [RA308],3.0,강유태,0000000070,,O,,,,전학년,1학년,,,
2018 학년도,1학기,학부,전인교육원,STS2005,10,미적분학I,3.0,월 13:30~14:45 / 금 12:00~13:15 [RA308],3.0,강유태,0000000062,,O,,,,전학년,1학년,,,
2018 학년도,1학기,학부,전인교육원,STS2005,11,미적분학I,3.0,월 09:00~10:15 / 수 10:30~11:45 [RA308],3.0,조성희,0000000051,,,,,,전학년,1학년,,,
2018 학년도,1학기,학부,전인교육원,STS2005,12,미적분학I,3.0,"수,금 09:00~10:15 [RA406B]",3.0,최미란,0000000050,,O,,,,전학년,1학년,,,
2018 학년도,1학기,학부,전인교육원,STS2005,13,미적분학I,3.0,"수,금 15:00~16:15 [K502]",3.0,최미란,0000000076,,O,,,,전학년,1학년,,,
2018 학년도,1학기,학부,전인교육원,STS2008,01,고급응용C프로그래밍,3.0,"화,목 12:00~13:15 [AS111]",3.0,김승욱,0000000031,,,,,,"2,3,4학년",2학년,컴퓨터공학전공(불가능),"(구)C언어[C프로그래밍수강자,컴공전공수강불가],포트란프로그래밍 대체과목","(구)C언어[C프로그래밍수강자,컴공전공수강불가]"
2018 학년도,1학기,학부,전인교육원,STS2008,02,고급응용C프로그래밍,3.0,월 10:30~11:45 / 수 12:00~13:15 [GN402],3.0,서경희,0000000030,,,,,,"2,3,4학년",2학년,컴퓨터공학전공(불가능),"(구)C언어[C프로그래밍수강자,컴공전공수강불가],포트란프로그래밍 대체과목","(구)C언어[C프로그래밍수강자,컴공전공수강불가]"
2018 학년도,1학기,학부,전인교육원,STS2008,03,고급응용C프로그래밍,3.0,"수,금 09:00~10:15 [AS111]",3.0,윤용운,0000000020,,,,,,"2,3,4학년",2학년,컴퓨터공학전공(불가능),"(구)C언어[C프로그래밍수강자,컴공전공수강불가],포트란프로그래밍 대체과목","(구)C언어[C프로그래밍수강자,컴공전공수강불가]"
2018 학년도,1학기,학부,전인교육원,STS2008,04,고급응용C프로그래밍,3.0,월 12:00~13:15 / 금 10:30~11:45 [AS111],3.0,윤용운,0000000037,,,,,,"2,3,4학년",2학년,컴퓨터공학전공(불가능),"(구)C언어[C프로그래밍수강자,컴공전공수강불가],포트란프로그래밍 대체과목","(구)C언어[C프로그래밍수강자,컴공전공수강불가]"
2018 학년도,1학기,학부,전인교육원,STS2008,05,고급응용C프로그래밍,3.0,월 13:30~14:45 / 금 12:00~13:15 [AS111],3.0,서경희,0000000024,,,,,,"2,3,4학년",2학년,,"(구)C언어[C프로그래밍수강자,컴공전공수강불가],포트란프로그래밍 대체과목","(구)C언어[C프로그래밍수강자,컴공전공수강불가]"
2018 학년도,1학기,학부,전인교육원,STS2010,01,과학사,3.0,월 09:00~10:15 / 수 10:30~11:45 [K405],3.0,이정희,0000000020,,,,,,전학년,1-2학년,,,
2018 학년도,1학기,학부,전인교육원,STS2010,02,과학사,3.0,월 10:30~11:45 / 수 12:00~13:15 [K405],3.0,이정희,0000000045,,,,,,전학년,1-2학년,,,
2018 학년도,1학기,학부,전인교육원,STS2011,01,기초응용소프트웨어프로그래밍,3.0,월 09:00~10:15 / 수 10:30~11:45 [GN402],3.0,서경희,0000000020,,,,,,"2,3,4학년",2-4학년,,파이썬 고급과정(구 고급응용소프트웨어프로그래밍),파이썬 중급과정
2018 학년도,1학기,학부,전인교육원,STU4005,01,바다의이해,3.0,토 09:00~11:45 [J102],3.0,이은일,0000000051,,,,,,전학년,1-4학년,,,
2018 학년도,1학기,학부,전인교육원,STU4006,01,자연재해와우리사회,3.0,"화,목 12:00~13:15 [K301]",3.0,김현주,0000000078,,,,,,전학년,1-4학년,,,
2018 학년도,1학기,학부,전인교육원,STU4007,01,지구과학,3.0,"화,목 13:30~14:45 [K301]",3.0,김현주,0000000066,,,,,,전학년,1-4학년,,,
2018 학년도,1학기,학부,전인교육원,STU4016,01,사상의학의이해,3.0,수 15:00~17:45 [K401],3.0,이병삼,0000000090,,,,,,전학년,1-4학년,,,
2018 학년도,1학기,학부,전인교육원,TLS1002,01,비평적글쓰기연습,3.0,월 10:30~11:45 / 수 12:00~13:15 [J108],3.0,허윤진,0000000025,,O,,,,전학년,1-4학년,,구 계열별글쓰기의 대체과목,(구)계열별글쓰기 대체 과목
2018 학년도,1학기,학부,전인교육원,TLS1002,02,비평적글쓰기연습,3.0,월 12:00~13:15 / 금 10:30~11:45 [J108],3.0,박인성,0000000027,,O,,,,전학년,1-4학년,,구 계열별글쓰기의 대체과목,(구)계열별글쓰기 대체 과목
2018 학년도,1학기,학부,전인교육원,TLS1002,03,비평적글쓰기연습,3.0,"화,목 10:30~11:45 [J104]",3.0,이미정,0000000029,,O,,,,전학년,1-4학년,,구 계열별글쓰기의 대체과목,(구)계열별글쓰기 대체 과목
2018 학년도,1학기,학부,전인교육원,TLS1002,04,비평적글쓰기연습,3.0,"화,목 16:30~17:45 [J108]",3.0,김신정,0000000029,,O,,,,전학년,1-4학년,,구 계열별글쓰기의 대체과목,(구)계열별글쓰기 대체 과목
2018 학년도,1학기,학부,전인교육원,TLS1004,01,글로벌의사소통II,3.0,"화,목 10:30~11:45 [J112]",3.0,"Kim, Jae Pil",0000000025,O,O,,,,전학년,1학년,,구 영어II의 대체과목,
2018 학년도,1학기,학부,전인교육원,ZKAP001,01,학문을위한한국어 I,3.0,"월,금 16:30~17:45 [AR905]",3.0,김도희,0000000004,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,02,학문을위한한국어 I,3.0,"수,금 13:30~14:45 [AR905]",3.0,김도희,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,03,학문을위한한국어 I,3.0,"수,금 15:00~16:15 [AR905]",3.0,김도희,0000000004,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,04,학문을위한한국어 I,3.0,"화,목 13:30~14:45 [AR807]",3.0,김은정,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,05,학문을위한한국어 I,3.0,"화,목 15:00~16:15 [AR803]",3.0,김은정,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,06,학문을위한한국어 I,3.0,"화,목 16:30~17:45 [AR803]",3.0,김은정,0000000002,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,07,학문을위한한국어 I,3.0,"화,목 13:30~14:45 [AR806]",3.0,김지은,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,08,학문을위한한국어 I,3.0,"화,목 15:00~16:15 [AR806]",3.0,김지은,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,09,학문을위한한국어 I,3.0,"월,금 16:30~17:45 [AR806]",3.0,김지은,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,10,학문을위한한국어 I,3.0,"수,금 13:30~14:45 [AR804]",3.0,김지은,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,11,학문을위한한국어 I,3.0,"화,목 13:30~14:45 [AR804]",3.0,김지은,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,12,학문을위한한국어 I,3.0,"화,목 15:00~16:15 [AR804]",3.0,김지은,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,13,학문을위한한국어 I,3.0,"화,목 16:30~17:45 [AR808]",3.0,박다래,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,14,학문을위한한국어 I,3.0,"수,금 15:00~16:15 [AR808]",3.0,박다래,0000000002,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,15,학문을위한한국어 I,3.0,"월,금 16:30~17:45 [AR808]",3.0,박다래,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,16,학문을위한한국어 I,3.0,"수,금 13:30~14:45 [AR805]",3.0,박선민,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,17,학문을위한한국어 I,3.0,"화,목 13:30~14:45 [AR805]",3.0,박선민,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP001,18,학문을위한한국어 I,3.0,"화,목 16:30~17:45 [AR805]",3.0,박선민,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,01,학문을위한한국어 II,3.0,"화,목 15:00~16:15 [AR907]",3.0,박주영,0000000004,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,02,학문을위한한국어 II,3.0,"수,금 15:00~16:15 [AR907]",3.0,박주영,0000000004,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,03,학문을위한한국어 II,3.0,"월,금 16:30~17:45 [AR907]",3.0,박주영,0000000004,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,04,학문을위한한국어 II,3.0,"수,금 13:30~14:45 [AR813]",3.0,손정란,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,05,학문을위한한국어 II,3.0,"화,목 16:30~17:45 [AR813]",3.0,손정란,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,06,학문을위한한국어 II,3.0,"수,금 15:00~16:15 [AR813]",3.0,손정란,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,07,학문을위한한국어 II,3.0,"화,목 15:00~16:15 [AR808]",3.0,신효원,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,08,학문을위한한국어 II,3.0,"화,목 13:30~14:45 [AR808]",3.0,신효원,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,09,학문을위한한국어 II,3.0,"수,금 13:30~14:45 [AR808]",3.0,신효원,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,10,학문을위한한국어 II,3.0,"화,목 13:30~14:45 [AR813]",3.0,양승희,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,11,학문을위한한국어 II,3.0,"월,금 16:30~17:45 [AR813]",3.0,양승희,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,12,학문을위한한국어 II,3.0,"수,금 15:00~16:15 [AR809]",3.0,양승희,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,13,학문을위한한국어 II,3.0,"화,목 15:00~16:15 [AR904]",3.0,오승은,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,14,학문을위한한국어 II,3.0,"화,목 13:30~14:45 [AR904]",3.0,오승은,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,15,학문을위한한국어 II,3.0,"화,목 16:30~17:45 [AR905]",3.0,오승은,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,16,학문을위한한국어 II,3.0,"수,금 15:00~16:15 [AR611]",3.0,옥혜정,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,17,학문을위한한국어 II,3.0,"화,목 16:30~17:45 [AR611]",3.0,옥혜정,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP002,18,학문을위한한국어 II,3.0,"화,목 13:30~14:45 [AR611]",3.0,옥혜정,0000000003,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP003,01,학문을위한한국어 III,3.0,"월,금 16:30~17:45 [AR911]",3.0,이선명,0000000007,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP003,02,학문을위한한국어 III,3.0,"수,금 13:30~14:45 [AR911]",3.0,이선명,0000000008,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP003,03,학문을위한한국어 III,3.0,"수,금 15:00~16:15 [AR911]",3.0,이선명,0000000008,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP003,04,학문을위한한국어 III,3.0,"수,금 13:30~14:45 [AR904]",3.0,이연정,0000000007,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP004,01,학문을위한한국어 IV,3.0,"화,목 15:00~16:15 [AR904]",3.0,이연정,0000000006,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP004,02,학문을위한한국어 IV,3.0,"수,금 15:00~16:15 [AR904]",3.0,이연정,0000000007,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP004,03,학문을위한한국어 IV,3.0,"화,목 16:30~17:45 [AR807]",3.0,조재희,0000000006,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP004,04,학문을위한한국어 IV,3.0,"월,금 16:30~17:45 [AR813]",3.0,조재희,0000000006,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,전인교육원,ZKAP004,05,학문을위한한국어 IV,3.0,"수,금 13:30~14:45 [AR807]",3.0,조재희,0000000002,,,,,,,1-4학년,,국제학생 대상 소규모 한국어 집중 대상 강의(수강승인),
2018 학년도,1학기,학부,스포츠미디어 연계전공,SPM3005,01,레크리에이션의이론과실제,2.0,금 10:30~12:20 [K504],2.0,이문진,0000000034,,,,,,전학년,1-4학년,,장소:체육관(705-8207),
2018 학년도,1학기,학부,공공인재 연계전공,PUB2005,01,법과현대사회,3.0,"화,목 12:00~13:15 [D201]",3.0,이상수,0000000028,,,,,,전학년,1-4학년,,"구 HSS3010, 구 법과생활, LAW2010대체과목",
2018 학년도,1학기,학부,국제한국학전공,KOS2205,01,Topics in Korea Today,3.0,월 10:30~11:45 / 수 12:00~13:15 [D209A],3.0,도지인,0000000097,O,,,,,전학년,1-4학년,,"부제 : Politics, Economy, and Society",
2018 학년도,1학기,학부,경제학전공,ECO2001,01,경제학원론I,3.0,월 09:00~10:15 / 수 10:30~11:45 [GN301],3.0,"Heshmati, Almas",0000000041,O,,,,,전학년,1학년,,,
2018 학년도,1학기,학부,경제학전공,ECO2001,02,경제학원론I,3.0,월 10:30~11:45 / 수 12:00~13:15 [GN201],3.0,김영철,0000000107,,,,,,전학년,1학년,,,
2018 학년도,1학기,학부,경제학전공,ECO2001,03,경제학원론I,3.0,월 12:00~13:15 / 금 10:30~11:45 [GN202],3.0,Iris Haydar Doruk,0000000079,O,,,,,전학년,1학년,,,
2018 학년도,1학기,학부,경제학전공,ECO2001,04,경제학원론I,3.0,월 13:30~14:45 / 금 12:00~13:15 [GN202],3.0,Iris Haydar Doruk,0000000085,O,,,,,전학년,1학년,,,
2018 학년도,1학기,학부,경제학전공,ECO2001,05,경제학원론I,3.0,"수,금 09:00~10:15 [GN201]",3.0,"Brodersen, Sofie",0000000145,O,,,,,전학년,1학년,,,
2018 학년도,1학기,학부,경제학전공,ECO2001,06,경제학원론I,3.0,"수,금 13:30~14:45 [GN201]",3.0,이수형,0000000083,O,,,,,전학년,1학년,,,
2018 학년도,1학기,학부,경제학전공,ECO2001,07,경제학원론I,3.0,"수,금 15:00~16:15 [GN201]",3.0,이수형,0000000089,,,,,,전학년,1학년,,,
2018 학년도,1학기,학부,경제학전공,ECO2001,08,경제학원론I,3.0,"화,목 09:00~10:15 [GN301]",3.0,전현배,0000000048,O,,,,,전학년,1학년,,,
2018 학년도,1학기,학부,경제학전공,ECO2001,09,경제학원론I,3.0,"화,목 15:00~16:15 [GN201]",3.0,남성일,0000000111,,,,,,전학년,1학년,,,
2018 학년도,1학기,학부,경제학전공,ECO2001,11,경제학원론I,3.0,"월,금 16:30~17:45 [GN202]",3.0,조무상,0000000091,,,,,,전학년,1학년,,,
2018 학년도,1학기,학부,경제학전공,ECO2002,02,경제학원론II,3.0,월 12:00~13:15 / 금 10:30~11:45 [GN102],3.0,"Kim, Young-il",0000000076,O,,,,,전학년,1학년,,,
2018 학년도,1학기,학부,경제학전공,ECO2002,03,경제학원론II,3.0,월 13:30~14:45 / 금 12:00~13:15 [GN201],3.0,"Brodersen, Sofie",0000000153,O,,,,,전학년,1학년,,,
2018 학년도,1학기,학부,경제학전공,ECO2002,04,경제학원론II,3.0,"화,목 10:30~11:45 [GN201]",3.0,곽노선,0000000065,,,,,,전학년,1학년,,,
2018 학년도,1학기,학부,경제학전공,ECO2002,05,경제학원론II,3.0,"화,목 16:30~17:45 [GN201]",3.0,박정수,0000000100,,,,,,전학년,1학년,,,
2018 학년도,1학기,학부,경제학전공,ECO2003,01,경제수리기초,3.0,"화,목 09:00~10:15 [GN102]",3.0,이강오,0000000045,,,,,,전학년,1학년,,미적분학I을 수강한 전학생 및 07학번 이전학생(07포함) 수강불가,미적분학 I 혹은 미적분학 II를 수강한 전학생 및 07학번 이전학생(07포함) 수강불가
2018 학년도,1학기,학부,경제학전공,ECO2003,02,경제수리기초,3.0,"화,목 13:30~14:45 [GN201]",3.0,이강오,0000000097,,,,,,전학년,1학년,,미적분학I을 수강한 전학생 및 07학번 이전학생(07포함) 수강불가,미적분학 I 혹은 미적분학 II를 수강한 전학생 및 07학번 이전학생(07포함) 수강불가
